Name,Year,Country,Genre,Rating,Metascore,Runtime,Sound_mix,Color,Budget,Gross,Director,Stars
Stripes,1981,USA," Action, Comedy, War",6.9,0,106 min,Dolby,Color,"$10,000,000 ","$85,300,000 ",Ivan Reitman ,"Bill Murray,John Candy,Harold Ramis"
Taps,1981,USA, Drama,6.7,0,126 min,Dolby,Color,"$14,000,000 ",0,Harold Becker ,"George C. Scott,Timothy Hutton,Ronny Cox"
Clash of the Titans,1981,UK," Action, Adventure, Family, Fantasy",6.9,0,118 min,Dolby,Color,"$15,000,000 ",0,Desmond Davis ,"Laurence Olivier,Harry Hamlin,Claire Bloom"
Porky's,1981,Canada, Comedy,6.2,40,94 min,Mono,Color,"$25,000,000 ","$105,500,000 ",Bob Clark ,"Dan Monahan,Mark Herrier,Wyatt Knight"
Carnival Magic,1981,USA, Fantasy,2.9,0,86 min,,Color,0,0,Al Adamson ,"Don Stewart,Jennifer Houlton,Howard Segal"
The Postman Always Rings Twice,1981,USA," Crime, Drama, Thriller, Romance",6.6,0,122 min,Mono,Color,"$12,000,000 ",0,Bob Rafelson ,"Jack Nicholson,Jessica Lange,John Colicos"
Gallipoli,1981,Australia," Adventure, Drama, History, War",7.5,65,110 min,Mono,Color,"AUDåÊ2,600,000        ",0,Peter Weir ,"Mel Gibson,Mark Lee,Bill Kerr"
Chariots of Fire,1981,UK," Biography, Drama, Sport",7.2,0,125 min,Mono,Color,"$5,500,000 ","$58,800,000 ",Hugh Hudson ,"Ben Cross,Ian Charleson,Nicholas Farrell"
The Cannonball Run,1981,USA," Action, Comedy, Sport",6.1,0,95 min,Mono,Color,"$18,000,000 ","$59,900,000 ",Hal Needham ,"Burt Reynolds,Roger Moore,Farrah Fawcett"
For Your Eyes Only,1981,UK," Action, Adventure, Thriller",6.8,0,127 min,Dolby,Color,"$28,000,000 ","$62,300,000 ",John Glen ,"Roger Moore,Carole Bouquet,Topol"
Endless Love,1981,USA," Drama, Romance",4.7,0,116 min,Mono,Color,0,0,Franco Zeffirelli ,"Brooke Shields,Martin Hewitt,Shirley Knight"
Body Heat,1981,USA," Crime, Drama, Romance, Thriller",7.4,78,113 min,Mono,Color,0,0,Lawrence Kasdan ,"William Hurt,Kathleen Turner,Richard Crenna"
Friday the 13th Part 2,1981,USA," Horror, Mystery, Thriller",6.1,0,87 min,Mono,Color,"$1,250,000 ","$19,100,000 ",Steve Miner ,"Betsy Palmer,Amy Steel,John Furey"
On Golden Pond,1981,UK, Drama,7.7,0,109 min,Mono,Color,0,"$119,285,432 ",Mark Rydell ,"Katharine Hepburn,Henry Fonda,Jane Fonda"
Arthur,1981,USA," Comedy, Romance",6.9,0,97 min,Mono,Color,"$7,000,000 ","$95,461,682 ",Steve Gordon ,"Dudley Moore,Liza Minnelli,John Gielgud"
Possession,1981,France," Drama, Horror",7.4,0,124 min,Mono,Color,0,0,Andrzej Zulawski ,"Isabelle Adjani,Sam Neill,Margit Carstensen"
Victory,1981,UK," Action, Drama, Sport, War",6.6,0,116 min,Dolby Stereo,Color,"$10,000,000 ",0,John Huston ,"Michael Caine,Sylvester Stallone,PelÌ©"
History of the World: Part I,1981,USA, Comedy,6.9,0,92 min,Stereo,Color,"$11,000,000 ",0,Mel Brooks ,"Mel Brooks,Gregory Hines,Dom DeLuise"
Scanners,1981,Canada," Action, Horror, Sci-Fi, Thriller",6.8,60,103 min,Mono,Color,"CADåÊ4,100,000        ",0,David Cronenberg ,"Jennifer O'Neill,Stephen Lack,Patrick McGoohan"
The Fox and the Hound,1981,USA," Animation, Adventure, Drama, Family",7.3,0,83 min,Mono,Color,"$12,000,000 ","$29,800,000 ",,"Mickey Rooney,Kurt Russell,Pearl Bailey"
Time Bandits,1981,UK," Adventure, Comedy, Fantasy, Sci-Fi",7,0,116 min,Dolby Stereo,Color,"$5,000,000 ","$42,365,600 ",Terry Gilliam ,"Sean Connery,Shelley Duvall,John Cleese"
Reds,1981,USA," Biography, Drama, History, Romance",7.5,0,195 min,Mono,Color,"$35,000,000 ",0,Warren Beatty ,"Warren Beatty,Diane Keaton,Edward Herrmann"
Quest for Fire,1981,Canada," Adventure, Drama, History",7.4,0,100 min,Dolby,Color,"$12,500,000 ",0,Jean-Jacques Annaud ,"Everett McGill,Ron Perlman,Nicholas Kadi"
They All Laughed,1981,USA," Comedy, Romance",6.4,0,115 min,Mono,Color,"$8,600,000 ",0,Peter Bogdanovich ,"Audrey Hepburn,Ben Gazzara,Patti Hansen"
Tarzan the Ape Man,1981,USA," Adventure, Drama",3.2,0,107 min,Mono,Color,"$6,500,000 ",0,John Derek ,"Bo Derek,Richard Harris,Miles O'Keeffe"
The Howling,1981,USA, Horror,6.6,0,91 min,Mono,Color,"$1,000,000 ","$17,986,000 ",Joe Dante ,"Dee Wallace,Patrick Macnee,Dennis Dugan"
Halloween II,1981,USA, Horror,6.6,40,92 min,Dolby Stereo,Color,"$2,500,000 ","$25,500,000 ",Rick Rosenthal ,"Jamie Lee Curtis,Donald Pleasence,Charles Cyphers"
Thief,1981,USA," Action, Crime, Drama, Thriller",7.4,78,122 min,Dolby,Color,0,"$4,300,000 ",Michael Mann ,"James Caan,Tuesday Weld,Willie Nelson"
Dragonslayer,1981,USA," Action, Adventure, Fantasy",6.7,0,108 min,Vistasonic,Color,"$18,000,000 ","$6,000,000 ",Matthew Robbins ,"Peter MacNicol,Caitlin Clarke,Ralph Richardson"
Cannibal Ferox,1981,Italy," Adventure, Horror",5.2,0,93 min,Mono,Color,0,0,Umberto Lenzi ,"Giovanni Lombardo Radice,Lorraine De Selle,Danilo Mattei"
Blow Out,1981,USA," Mystery, Thriller",7.4,0,107 min,Dolby,Color,"$18,000,000 ",0,Brian De Palma ,"John Travolta,Nancy Allen,John Lithgow"
Ghost Story,1981,USA," Drama, Horror, Thriller",6.2,0,110 min,Mono,Color,0,0,John Irvin ,"Craig Wasson,Alice Krige,Fred Astaire"
Modern Problems,1981,USA," Comedy, Fantasy, Sci-Fi",5,0,89 min,Mono,Color,"$8,000,000 ",0,Ken Shapiro ,"Chevy Chase,Patti D'Arbanville,Dabney Coleman"
Southern Comfort,1981,USA," Action, Thriller",7.2,0,106 min,Mono,Color,0,0,Walter Hill ,"Keith Carradine,Powers Boothe,Fred Ward"
Outland,1981,UK," Action, Crime, Sci-Fi, Thriller, Western",6.6,0,112 min,Dolby,Color,"$16,000,000 ",0,Peter Hyams ,"Sean Connery,Frances Sternhagen,Peter Boyle"
My Dinner with Andre,1981,USA," Biography, Comedy, Drama",7.8,0,110 min,Mono,Color,0,"$5,250,000 ",Louis Malle ,"Andre Gregory,Wallace Shawn,Jean Lenauer"
The Burning,1981,USA, Horror,6.5,0,91 min,Mono,Color,"$1,500,000 ",0,Tony Maylam ,"Brian Matthews,Leah Ayres,Brian Backer"
The Beyond,1981,Italy, Horror,6.9,0,87 min,Dolby, Black and White,"$400,000 ","$126,387 ",Lucio Fulci ,"Catriona MacColl,David Warbeck,Cinzia Monreale"
Roar,1981,USA," Adventure, Horror, Thriller",6.4,65,102 min,Dolby,Color,"$17,000,000 ","$2,000,000 ",Noel Marshall ,"Tippi Hedren,Noel Marshall,Melanie Griffith"
Christiane F.,1981,West Germany," Biography, Drama",7.6,0,138 min,Mono,Color,"DEMåÊ4,000,000        ",0,Uli Edel (as Ulrich Edel)            ,"Natja Brunckhorst,Eberhard Auriga,Peggy Bussieck"
Blade Runner,1982,USA," Sci-Fi, Thriller",8.2,89,117 min,70 mm 6-Track,Color,"$28,000,000 ","$27,000,000 ",Ridley Scott ,"Harrison Ford,Rutger Hauer,Sean Young"
Fast Times at Ridgemont High,1982,USA," Comedy, Drama",7.2,67,90 min,Mono,Color,"$4,500,000 ",0,Amy Heckerling ,"Sean Penn,Jennifer Jason Leigh,Judge Reinhold"
The Thing,1982,USA," Horror, Mystery, Sci-Fi",8.2,0,109 min,Dolby Stereo,Color,"$15,000,000 ","$13,782,838 ",John Carpenter ,"Kurt Russell,Wilford Brimley,Keith David"
E.T. the Extra-Terrestrial,1982,USA," Family, Sci-Fi",7.9,91,115 min,Dolby,Color,"$10,500,000 ","$434,949,459 ",Steven Spielberg ,"Henry Thomas,Drew Barrymore,Peter Coyote"
Annie,1982,USA," Comedy, Drama, Family, Musical",6.5,39,126 min,70 mm 6-Track,Color,"$50,000,000 ","$57,100,000 ",John Huston ,"Aileen Quinn,Albert Finney,Carol Burnett"
Poltergeist,1982,USA," Fantasy, Horror, Thriller",7.4,79,114 min,Dolby,Color,"$10,700,000 ","$76,600,000 ",Tobe Hooper ,"JoBeth Williams,Heather O'Rourke,Craig T. Nelson"
First Blood,1982,USA," Action, Adventure, Drama",7.7,62,93 min,Dolby Stereo,Color,"$15,000,000 ",0,Ted Kotcheff ,"Sylvester Stallone,Brian Dennehy,Richard Crenna"
TRON,1982,USA," Action, Adventure, Sci-Fi",6.8,0,96 min,70 mm 6-Track,Color,"$17,000,000 ","$33,000,000 ",Steven Lisberger ,"Jeff Bridges,Bruce Boxleitner,David Warner"
The Dark Crystal,1982,USA," Adventure, Family, Fantasy",7.2,0,93 min,Dolby Stereo,Color,"$15,000,000 ",0,,"Jim Henson,Kathryn Mullen,Frank Oz"
Tootsie,1982,USA," Comedy, Drama, Romance",7.4,87,116 min,Mono,Color,"$22,000,000 ","$177,200,000 ",Sydney Pollack ,"Dustin Hoffman,Jessica Lange,Teri Garr"
Conan the Barbarian,1982,USA," Adventure, Fantasy",6.9,43,129 min,Mono,Color,"$20,000,000 ","$37,567,440 ",John Milius ,"Arnold Schwarzenegger,James Earl Jones,Max von Sydow"
Rocky III,1982,USA," Drama, Sport",6.7,0,99 min,Dolby,Color,"$17,000,000 ","$122,823,200 ",Sylvester Stallone ,"Sylvester Stallone,Talia Shire,Burt Young"
Star Trek II: The Wrath of Khan,1982,USA," Action, Adventure, Sci-Fi",7.7,71,113 min,70 mm 6-Track,Color,"$11,200,000 ","$78,900,000 ",Nicholas Meyer ,"William Shatner,Leonard Nimoy,DeForest Kelley"
Gandhi,1982,UK," Biography, Drama, History",8.1,0,191 min,Dolby, Black and White,"$22,000,000 ",0,Richard Attenborough ,"Ben Kingsley,John Gielgud,Candice Bergen"
An Officer and a Gentleman,1982,USA," Drama, Romance",7,75,124 min,Mono,Color,"$7,500,000 ","$129,795,554 ",Taylor Hackford ,"Richard Gere,Debra Winger,David Keith"
Grease 2,1982,USA," Comedy, Drama, Musical, Romance",4.2,0,115 min,Dolby,Color,"$13,200,000 ","$11,608,405 ",Patricia Birch ,"Michelle Pfeiffer,Maxwell Caulfield,Lorna Luft"
Zapped!,1982,USA," Comedy, Fantasy, Sci-Fi",4.8,0,98 min,Stereo,Color,0,0,Robert J. Rosenthal ,"Scott Baio,Willie Aames,Robert Mandan"
Pink Floyd: The Wall,1982,UK," Animation, Drama, Fantasy, Musical",8,0,95 min,70 mm 6-Track,Color,"$12,000,000 ",0,Alan Parker ,"Bob Geldof,Christine Hargreaves,James Laurenson"
Sophie's Choice,1982,UK," Drama, Romance",7.7,68,150 min,Mono,Color,"$12,000,000 ",0,Alan J. Pakula ,"Meryl Streep,Kevin Kline,Peter MacNicol"
The Man from Snowy River,1982,Australia," Adventure, Drama, Family, Romance, Western",7.3,0,102 min,Dolby,Color,"$3,500,000 ",0,George Miller ,"Kirk Douglas,Tom Burlinson,Terence Donovan"
Airplane II: The Sequel,1982,USA," Comedy, Sci-Fi",6.1,0,85 min,Mono,Color,"$15,000,000 ",0,Ken Finkleman ,"Robert Hays,Julie Hagerty,Lloyd Bridges"
The Last Unicorn,1982,USA," Animation, Adventure, Drama, Family, Fantasy",7.5,0,92 min,Dolby,Color,0,0,,"Jeff Bridges,Mia Farrow,Angela Lansbury"
48 Hrs.,1982,USA," Action, Comedy, Crime, Drama, Thriller",6.9,71,96 min,Dolby Stereo,Color,"$12,000,000 ","$75,900,000 ",Walter Hill ,"Nick Nolte,Eddie Murphy,Annette O'Toole"
Creepshow,1982,USA," Comedy, Fantasy, Horror",6.9,0,120 min,Dolby Stereo,Color,"$8,000,000 ",0,George A. Romero ,"Hal Holbrook,Leslie Nielsen,Adrienne Barbeau"
The Beastmaster,1982,USA," Action, Adventure, Fantasy",6.2,18,118 min,Dolby,Color,"$8,000,000 ",0,Don Coscarelli ,"Marc Singer,Tanya Roberts,Rip Torn"
The Year of Living Dangerously,1982,Australia," Drama, Romance, War",7.2,65,115 min,Mono,Color,"$13,000,000 ",0,Peter Weir ,"Mel Gibson,Sigourney Weaver,Linda Hunt"
The Secret of NIMH,1982,USA," Animation, Adventure, Drama, Family, Fantasy, Sci-Fi, Thriller",7.6,0,82 min,Dolby,Color,"$7,000,000 ",0,Don Bluth ,"Elizabeth Hartman,Derek Jacobi,Dom DeLuise"
The King of Comedy,1982,USA," Comedy, Crime, Drama, Thriller",7.8,0,109 min,Mono,Color,"$20,000,000 ","$2,500,000 ",Martin Scorsese ,"Robert De Niro,Jerry Lewis,Diahnne Abbott"
Friday the 13th Part III,1982,USA," Horror, Thriller",5.7,0,95 min,Mono,Color,"$2,300,000 ","$36,200,000 ",Steve Miner ,"Dana Kimmell,Tracie Savage,Richard Brooker"
Swamp Thing,1982,USA," Horror, Sci-Fi",5.4,0,91 min,Mono,Color,"$3,000,000 ",0,Wes Craven ,"Louis Jourdan,Adrienne Barbeau,Ray Wise"
The Verdict,1982,USA, Drama,7.8,0,129 min,Mono,Color,"$16,000,000 ","$54,000,000 ",Sidney Lumet ,"Paul Newman,Charlotte Rampling,Jack Warden"
Night Shift,1982,USA, Comedy,6.5,0,106 min,Dolby,Color,0,"$23,600,000 ",Ron Howard ,"Henry Winkler,Michael Keaton,Shelley Long"
The World According to Garp,1982,USA," Comedy, Drama",7.2,0,136 min,Mono,Color,"$17,000,000 ",0,George Roy Hill ,"Robin Williams,Mary Beth Hurt,Glenn Close"
Fitzcarraldo,1982,West Germany," Adventure, Drama",8.2,0,158 min,Mono,Color,0,0,Werner Herzog ,"Klaus Kinski,Claudia Cardinale,JosÌ© Lewgoy"
Fanny and Alexander,1982,Sweden, Drama,8.1,100,188 min,Mono,Color,"$6,000,000 ",0,Ingmar Bergman ,"Bertil Guve,Pernilla Allwin,Kristina Adolphson"
Class of 1984,1982,Canada," Action, Crime, Drama, Thriller",6.6,0,98 min,Mono,Color,"$4,300,000 ",0,Mark L. Lester (as Mark Lester)            ,"Perry King,Merrie Lynn Ross,Timothy Van Patten"
Cat People,1982,USA," Fantasy, Horror, Thriller",6.1,0,118 min,Dolby,Color,"$18,000,000 ",0,Paul Schrader ,"Nastassja Kinski,Malcolm McDowell,John Heard"
The Entity,1982,USA," Biography, Drama, Horror",6.6,0,125 min,Dolby,Color,"$9,000,000 ",0,Sidney J. Furie ,"Barbara Hershey,Ron Silver,David Labiosa"
Halloween III: Season of the Witch,1982,USA," Horror, Mystery, Sci-Fi",4.6,38,98 min,Mono,Color,"$2,500,000 ","$14,400,000 ",Tommy Lee Wallace ,"Tom Atkins,Stacey Nelkin,Dan O'Herlihy"
The Best Little Whorehouse in Texas,1982,USA," Comedy, Musical",5.8,0,114 min,4-Track Stereo,Color,"$35,000,000 ","$69,700,000 ",Colin Higgins ,"Burt Reynolds,Dolly Parton,Dom DeLuise"
The Last American Virgin,1982,USA," Comedy, Drama, Romance",6.2,0,92 min,Dolby,Color,0,"$5,800,000 ",Boaz Davidson ,"Lawrence Monoson,Diane Franklin,Steve Antin"
The Pirate Movie,1982,Australia," Adventure, Comedy, Musical, Romance",5.1,0,105 min,Dolby,Color,0,0,Ken Annakin ,"Kristy McNichol,Christopher Atkins,Ted Hamilton"
The Sword and the Sorcerer,1982,USA," Action, Adventure, Fantasy, Horror",5.7,0,100 min,Dolby,Color,0,"$39,103,500 ",Albert Pyun ,"Lee Horsley,Kathleen Beller,Simon MacCorkindale"
Slapstick of Another Kind,1982,USA," Comedy, Fantasy, Sci-Fi",2.2,0,0 min,Mono,Color,0,0,Steven Paul ,"Jerry Lewis,Madeline Kahn,Marty Feldman"
